dummy,n_species,min_species,species_order,training_data,testing_data,training_start,val_split,reconstruction_loss,depth,n_latent,beta,monitor,mode,learning_rate,batch_size,epochs,stride,n_bootstrap,n_tile,n_colors,fully_connected,testing,chunk_size,train_size,val_size,checkpoint_path,pix_err,patch_err,testing_location
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-33-28/vae.ckpt,0.0241277813911438,0.2409638554216867,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-12-35/vae.ckpt,0.0210372805595397,0.1907630522088353,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-00-36/vae.ckpt,0.0305283665657043,0.3012048192771084,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_09-18-45/vae.ckpt,0.0195626020431518,0.2068273092369477,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-31-06/vae.ckpt,0.0215392708778381,0.2289156626506024,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-04-46/vae.ckpt,0.0310303568840026,0.3072289156626506,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-14-07/vae.ckpt,0.0106520056724548,0.1305220883534136,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_10-23-34/vae.ckpt,0.011703073978424,0.142570281124498,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-40-41/vae.ckpt,0.0207078456878662,0.2128514056224899,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-14-13/vae.ckpt,0.0285673737525939,0.2931726907630522,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-04-37/vae.ckpt,0.0158759951591491,0.2068273092369477,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-18-19/vae.ckpt,0.0326932668685913,0.285140562248996,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-55-06/vae.ckpt,0.024112045764923,0.2369477911646586,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-29-42/vae.ckpt,0.0144798159599304,0.1546184738955823,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_10-26-33/vae.ckpt,0.0283948183059692,0.2811244979919678,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_15-54-46/vae.ckpt,0.0060397982597351,0.0863453815261044,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-55-12/vae.ckpt,0.0160328745841979,0.1907630522088353,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-26-43/vae.ckpt,0.0253200531005859,0.253012048192771,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-10-36/vae.ckpt,0.009961724281311,0.1385542168674698,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_10-29-52/vae.ckpt,0.0265750288963317,0.2429718875502008,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_09-15-16/vae.ckpt,0.0178213119506835,0.2068273092369477,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-48-47/vae.ckpt,0.0229198336601257,0.2289156626506024,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-49-49/vae.ckpt,0.0121737122535705,0.1506024096385542,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_09-22-39/vae.ckpt,0.0234531760215759,0.2289156626506024,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-40-10/vae.ckpt,0.019515573978424,0.1967871485943775,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-58-24/vae.ckpt,0.0218216776847839,0.2550200803212851,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-00-10/vae.ckpt,0.0167388319969177,0.180722891566265,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-17-38/vae.ckpt,0.0324265956878662,0.2389558232931727,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-13-31/vae.ckpt,0.0170839428901672,0.1867469879518072,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-36-01/vae.ckpt,0.023029625415802,0.2248995983935743,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-45-32/vae.ckpt,0.0297910571098327,0.2449799196787148,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-27-39/vae.ckpt,0.0221040248870849,0.2349397590361445,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-05-18/vae.ckpt,0.0317676663398742,0.3232931726907631,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-35-33/vae.ckpt,0.0185272097587585,0.1887550200803212,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_10-33-14/vae.ckpt,0.0214138031005859,0.2429718875502008,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-19-15/vae.ckpt,0.0203940868377685,0.2048192771084337,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-22-07/vae.ckpt,0.0218216776847839,0.2128514056224899,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-44-21/vae.ckpt,0.0241904854774475,0.2489959839357429,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-16-25/vae.ckpt,0.0056789517402648,0.0783132530120482,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-22-14/vae.ckpt,0.0181036591529846,0.1987951807228915,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-08-39/vae.ckpt,0.0222295522689819,0.2429718875502008,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-59-13/vae.ckpt,0.0166917443275451,0.1947791164658634,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-34-02/vae.ckpt,0.0194684863090515,0.2108433734939759,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-24-58/vae.ckpt,0.0130679011344909,0.1526104417670682,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_10-36-38/vae.ckpt,0.0221824645996093,0.2208835341365461,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-22-46/vae.ckpt,0.0201587677001953,0.2088353413654618,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-07-25/vae.ckpt,0.0206294059753417,0.2409638554216867,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-53-49/vae.ckpt,0.0135855674743652,0.1485943775100401,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-33-12/vae.ckpt,0.0197038054466247,0.2108433734939759,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=0,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,0,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-22-07/vae.ckpt,0.0145268440246582,0.180722891566265,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=1,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,1,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_17-25-53/vae.ckpt,0.0186527371406555,0.1887550200803212,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=1,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,1,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_21-44-47/vae.ckpt,0.018589973449707,0.2088353413654618,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=1,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,1,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-03_09-26-02/vae.ckpt,0.0157034397125244,0.1767068273092369,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=1,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,1,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-02_16-38-45/vae.ckpt,0.0119697451591491,0.142570281124498,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=1,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,1,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_10-40-01/vae.ckpt,0.0101813673973083,0.1265060240963855,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=1,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,1,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-05-04_11-28-10/vae.ckpt,0.0119697451591491,0.1546184738955823,union_patches
dummy,16,2,phylogeny,petrer_limestone,phylo_union_patches_chunk_size=1,train_from_scratch,0.5,bce,32,16,1,val_loss,min,0.001,64,200,2,100,8,1,False,False,1,498,498,/Users/johannes/work/resecarin/models/bce/val_loss/petrer_limestone/train_from_scratch/n_species=16/depth=32/n_latent=16/val_split=0.50/2023-04-27_20-51-06/vae.ckpt,0.0128169059753417,0.1626506024096385,union_patches
